frame,nose_x,nose_y,nose_likelihood,neck_x,neck_y,neck_likelihood,withers_x,withers_y,withers_likelihood,frontleg_x,frontleg_y,frontleg_likelihood,backleg_x,backleg_y,backleg_likelihood
328,473,235,0.95,513,253,0.96,575,260,0.94,601,357,0.92,685,345,0.91
329,469,235,0.95,509,252,0.96,571,259,0.94,597,359,0.92,681,341,0.91
330,465,234,0.95,505,251,0.96,567,258,0.94,593,360,0.92,677,338,0.91
331,461,232,0.95,501,249,0.96,563,256,0.94,589,358,0.92,673,336,0.91
332,457,231,0.95,497,248,0.96,559,255,0.94,585,357,0.92,669,335,0.91
333,452,230,0.95,492,247,0.96,554,253,0.94,580,355,0.92,664,335,0.91
334,448,228,0.95,488,245,0.96,550,251,0.94,576,352,0.92,660,336,0.91
335,443,227,0.95,483,244,0.96,545,250,0.94,571,349,0.92,655,339,0.91
336,439,225,0.95,479,241,0.96,541,249,0.94,567,344,0.92,651,342,0.91
337,434,222,0.95,474,240,0.96,536,247,0.94,562,340,0.92,646,344,0.91
338,429,221,0.95,469,238,0.96,531,245,0.94,557,335,0.92,641,347,0.91
339,424,218,0.95,464,236,0.96,526,244,0.94,552,331,0.92,636,349,0.91
340,420,217,0.95,460,235,0.96,522,243,0.94,548,327,0.92,632,353,0.91
341,414,215,0.95,454,233,0.96,516,242,0.94,542,323,0.92,626,355,0.91
342,409,214,0.95,449,233,0.96,511,242,0.94,537,321,0.92,621,357,0.91
343,404,214,0.95,444,233,0.96,506,242,0.94,532,320,0.92,616,358,0.91
344,399,214,0.95,439,233,0.96,501,242,0.94,527,320,0.92,611,358,0.91
345,394,214,0.95,434,233,0.96,496,242,0.94,522,320,0.92,606,358,0.91
346,388,214,0.95,428,234,0.96,490,243,0.94,516,322,0.92,600,356,0.91
347,383,215,0.95,423,235,0.96,485,244,0.94,511,325,0.92,595,353,0.91
348,377,217,0.95,417,236,0.96,479,245,0.94,505,328,0.92,589,350,0.91
349,372,218,0.95,412,237,0.96,474,245,0.94,500,332,0.92,584,346,0.91
350,366,220,0.95,406,238,0.96,468,247,0.94,494,336,0.92,578,344,0.91
351,361,221,0.95,401,240,0.96,463,248,0.94,489,339,0.92,573,341,0.91
352,355,223,0.95,395,242,0.96,457,250,0.94,483,344,0.92,567,338,0.91
353,350,226,0.95,390,244,0.96,452,251,0.94,478,348,0.92,562,336,0.91
354,344,228,0.95,384,245,0.96,446,252,0.94,472,352,0.92,556,334,0.91
355,338,229,0.95,378,246,0.96,440,253,0.94,466,355,0.92,550,333,0.91
356,332,229,0.95,372,246,0.96,434,253,0.94,460,355,0.92,544,333,0.91
357,327,230,0.95,367,247,0.96,429,254,0.94,455,356,0.92,539,334,0.91
358,321,231,0.95,361,248,0.96,423,254,0.94,449,356,0.92,533,336,0.91
359,315,231,0.95,355,248,0.96,417,254,0.94,443,355,0.92,527,339,0.91
360,310,232,0.95,350,249,0.96,412,255,0.94,438,354,0.92,522,344,0.91
361,304,232,0.95,344,248,0.96,406,256,0.94,432,351,0.92,516,349,0.91
362,298,231,0.95,338,249,0.96,400,256,0.94,426,349,0.92,510,353,0.91
363,292,232,0.95,332,249,0.96,394,256,0.94,420,346,0.92,504,358,0.91
364,287,231,0.95,327,249,0.96,389,257,0.94,415,344,0.92,499,362,0.91
365,281,230,0.95,321,248,0.96,383,256,0.94,409,340,0.92,493,366,0.91
366,275,230,0.95,315,248,0.96,377,257,0.94,403,338,0.92,487,370,0.91
367,269,230,0.95,309,249,0.96,371,258,0.94,397,337,0.92,481,373,0.91
368,264,231,0.95,304,250,0.96,366,259,0.94,392,337,0.92,476,375,0.91
369,258,232,0.95,298,251,0.96,360,260,0.94,386,338,0.92,470,376,0.91
370,253,232,0.95,293,251,0.96,355,260,0.94,381,338,0.92,465,376,0.91
371,247,233,0.95,287,253,0.96,349,262,0.94,375,341,0.92,459,375,0.91
372,242,234,0.95,282,254,0.96,344,263,0.94,370,344,0.92,454,372,0.91
373,236,236,0.95,276,255,0.96,338,264,0.94,364,347,0.92,448,369,0.91
374,231,237,0.95,271,256,0.96,333,264,0.94,359,351,0.92,443,365,0.91
375,225,239,0.95,265,257,0.96,327,266,0.94,353,355,0.92,437,363,0.91
376,220,239,0.95,260,258,0.96,322,266,0.94,348,357,0.92,432,359,0.91
377,215,240,0.95,255,259,0.96,317,267,0.94,343,361,0.92,427,355,0.91
378,210,242,0.95,250,260,0.96,312,267,0.94,338,364,0.92,422,352,0.91
379,205,243,0.95,245,260,0.96,307,267,0.94,333,367,0.92,417,349,0.91
380,200,242,0.95,240,259,0.96,302,266,0.94,328,368,0.92,412,346,0.91
381,195,242,0.95,235,259,0.96,297,266,0.94,323,368,0.92,407,346,0.91
382,190,241,0.95,230,258,0.96,292,265,0.94,318,367,0.92,402,345,0.91
383,185,240,0.95,225,257,0.96,287,263,0.94,313,365,0.92,397,345,0.91
384,180,238,0.95,220,255,0.96,282,261,0.94,308,362,0.92,392,346,0.91
385,176,237,0.95,216,254,0.96,278,260,0.94,304,359,0.92,388,349,0.91
386,171,235,0.95,211,251,0.96,273,259,0.94,299,354,0.92,383,352,0.91
387,167,232,0.95,207,250,0.96,269,257,0.94,295,350,0.92,379,354,0.91
388,162,231,0.95,202,248,0.96,264,255,0.94,290,345,0.92,374,357,0.91
389,158,228,0.95,198,246,0.96,260,254,0.94,286,341,0.92,370,359,0.91
390,154,226,0.95,194,244,0.96,256,252,0.94,282,336,0.92,366,362,0.91
391,150,223,0.95,190,241,0.96,252,250,0.94,278,331,0.92,362,363,0.91
392,146,221,0.95,186,240,0.96,248,249,0.94,274,328,0.92,358,364,0.91
393,142,220,0.95,182,239,0.96,244,248,0.94,270,326,0.92,354,364,0.91
394,139,219,0.95,179,238,0.96,241,247,0.94,267,325,0.92,351,363,0.91
395,135,219,0.95,175,238,0.96,237,247,0.94,263,325,0.92,347,363,0.91
396,132,218,0.95,172,238,0.96,234,247,0.94,260,326,0.92,344,360,0.91
397,128,218,0.95,168,238,0.96,230,247,0.94,256,328,0.92,340,356,0.91
398,125,219,0.95,165,238,0.96,227,247,0.94,253,330,0.92,337,352,0.91
399,122,219,0.95,162,238,0.96,224,246,0.94,250,333,0.92,334,347,0.91
400,119,220,0.95,159,238,0.96,221,247,0.94,247,336,0.92,331,344,0.91
401,116,220,0.95,156,239,0.96,218,247,0.94,244,338,0.92,328,340,0.91
402,113,221,0.95,153,240,0.96,215,248,0.94,241,342,0.92,325,336,0.91
403,111,223,0.95,151,241,0.96,213,248,0.94,239,345,0.92,323,333,0.91
404,109,224,0.95,149,241,0.96,211,248,0.94,237,348,0.92,321,330,0.91
405,106,224,0.95,146,241,0.96,208,248,0.94,234,350,0.92,318,328,0.91
406,104,224,0.95,144,241,0.96,206,248,0.94,232,350,0.92,316,328,0.91
407,102,224,0.95,142,241,0.96,204,248,0.94,230,350,0.92,314,328,0.91
408,100,224,0.95,140,241,0.96,202,247,0.94,228,349,0.92,312,329,0.91
409,99,223,0.95,139,240,0.96,201,246,0.94,227,347,0.92,311,331,0.91
410,97,223,0.95,137,240,0.96,199,246,0.94,225,345,0.92,309,335,0.91
411,96,222,0.95,136,238,0.96,198,246,0.94,224,341,0.92,308,339,0.91
412,94,221,0.95,134,239,0.96,196,246,0.94,222,339,0.92,306,343,0.91
413,93,222,0.95,133,239,0.96,195,246,0.94,221,336,0.92,305,348,0.91
414,92,221,0.95,132,239,0.96,194,247,0.94,220,334,0.92,304,352,0.91
415,91,221,0.95,131,239,0.96,193,247,0.94,219,331,0.92,303,357,0.91
416,91,220,0.95,131,238,0.96,193,247,0.94,219,328,0.92,303,360,0.91
417,90,220,0.95,130,239,0.96,192,248,0.94,218,327,0.92,302,363,0.91
418,90,221,0.95,130,240,0.96,192,249,0.94,218,327,0.92,302,365,0.91
419,90,222,0.95,130,241,0.96,192,250,0.94,218,328,0.92,302,366,0.91
420,90,224,0.95,130,243,0.96,192,252,0.94,218,330,0.92,302,368,0.91
421,90,225,0.95,130,245,0.96,192,254,0.94,218,333,0.92,302,367,0.91
422,90,227,0.95,130,247,0.96,192,256,0.94,218,337,0.92,302,365,0.91
423,90,230,0.95,130,249,0.96,192,258,0.94,218,341,0.92,302,363,0.91
424,91,232,0.95,131,251,0.96,193,259,0.94,219,346,0.92,303,360,0.91
425,91,233,0.95,131,251,0.96,193,260,0.94,219,349,0.92,303,357,0.91
426,92,235,0.95,132,254,0.96,194,262,0.94,220,353,0.92,304,355,0.91
427,93,237,0.95,133,256,0.96,195,264,0.94,221,358,0.92,305,352,0.91
428,94,240,0.95,134,258,0.96,196,265,0.94,222,362,0.92,306,350,0.91
429,96,242,0.95,136,259,0.96,198,266,0.94,224,366,0.92,308,348,0.91
430,97,242,0.95,137,259,0.96,199,266,0.94,225,368,0.92,309,346,0.91
431,99,243,0.95,139,260,0.96,201,267,0.94,227,369,0.92,311,347,0.91
432,100,243,0.95,140,260,0.96,202,267,0.94,228,369,0.92,312,347,0.91
433,102,243,0.95,142,260,0.96,204,266,0.94,230,368,0.92,314,348,0.91
434,104,242,0.95,144,259,0.96,206,265,0.94,232,366,0.92,316,350,0.91
435,106,242,0.95,146,259,0.96,208,265,0.94,234,364,0.92,318,354,0.91
436,109,240,0.95,149,256,0.96,211,264,0.94,237,359,0.92,321,357,0.91
437,111,238,0.95,151,256,0.96,213,263,0.94,239,356,0.92,323,360,0.91
438,113,238,0.95,153,255,0.96,215,262,0.94,241,352,0.92,325,364,0.91
439,116,236,0.95,156,254,0.96,218,262,0.94,244,349,0.92,328,367,0.91
440,119,234,0.95,159,252,0.96,221,260,0.94,247,344,0.92,331,370,0.91
441,122,233,0.95,162,251,0.96,224,260,0.94,250,341,0.92,334,373,0.91
442,125,231,0.95,165,250,0.96,227,259,0.94,253,338,0.92,337,374,0.91
443,128,230,0.95,168,249,0.96,230,258,0.94,256,336,0.92,340,374,0.91
444,132,229,0.95,172,248,0.96,234,257,0.94,260,335,0.92,344,373,0.91
445,135,229,0.95,175,248,0.96,237,257,0.94,263,335,0.92,347,373,0.91
446,139,228,0.95,179,248,0.96,241,257,0.94,267,336,0.92,351,370,0.91
447,142,228,0.95,182,248,0.96,244,257,0.94,270,338,0.92,354,366,0.91
448,146,229,0.95,186,248,0.96,248,257,0.94,274,340,0.92,358,362,0.91
449,150,229,0.95,190,248,0.96,252,256,0.94,278,343,0.92,362,357,0.91
450,154,229,0.95,194,247,0.96,256,256,0.94,282,345,0.92,366,353,0.91
451,158,228,0.95,198,247,0.96,260,255,0.94,286,346,0.92,370,348,0.91
452,162,228,0.95,202,247,0.96,264,255,0.94,290,349,0.92,374,343,0.91
453,167,229,0.95,207,247,0.96,269,254,0.94,295,351,0.92,379,339,0.91
454,171,229,0.95,211,246,0.96,273,253,0.94,299,353,0.92,383,335,0.91
455,176,229,0.95,216,246,0.96,278,253,0.94,304,355,0.92,388,333,0.91
456,180,228,0.95,220,245,0.96,282,252,0.94,308,354,0.92,392,332,0.91
457,185,227,0.95,225,244,0.96,287,251,0.94,313,353,0.92,397,331,0.91
458,190,226,0.95,230,243,0.96,292,249,0.94,318,351,0.92,402,331,0.91
459,195,224,0.95,235,241,0.96,297,247,0.94,323,348,0.92,407,332,0.91
460,200,223,0.95,240,240,0.96,302,246,0.94,328,345,0.92,412,335,0.91
461,205,221,0.95,245,237,0.96,307,245,0.94,333,340,0.92,417,338,0.91
462,210,219,0.95,250,237,0.96,312,244,0.94,338,337,0.92,422,341,0.91
463,215,219,0.95,255,236,0.96,317,243,0.94,343,333,0.92,427,345,0.91
464,220,217,0.95,260,235,0.96,322,243,0.94,348,330,0.92,432,348,0.91
465,225,216,0.95,265,234,0.96,327,242,0.94,353,326,0.92,437,352,0.91
466,231,215,0.95,271,233,0.96,333,242,0.94,359,323,0.92,443,355,0.91
467,236,214,0.95,276,233,0.96,338,242,0.94,364,321,0.92,448,357,0.91
468,242,214,0.95,282,233,0.96,344,242,0.94,370,320,0.92,454,358,0.91
469,247,214,0.95,287,233,0.96,349,242,0.94,375,320,0.92,459,358,0.91
470,253,215,0.95,293,234,0.96,355,243,0.94,381,321,0.92,465,359,0.91
471,258,215,0.95,298,235,0.96,360,244,0.94,386,323,0.92,470,357,0.91
472,264,217,0.95,304,237,0.96,366,246,0.94,392,327,0.92,476,355,0.91
473,269,220,0.95,309,239,0.96,371,248,0.94,397,331,0.92,481,353,0.91
474,275,222,0.95,315,241,0.96,377,249,0.94,403,336,0.92,487,350,0.91
475,281,224,0.95,321,242,0.96,383,251,0.94,409,340,0.92,493,348,0.91
476,287,225,0.95,327,244,0.96,389,252,0.94,415,343,0.92,499,345,0.91
477,292,227,0.95,332,246,0.96,394,254,0.94,420,348,0.92,504,342,0.91
478,298,230,0.95,338,248,0.96,400,255,0.94,426,352,0.92,510,340,0.91
479,304,232,0.95,344,249,0.96,406,256,0.94,432,356,0.92,516,338,0.91
480,309,234,0.95,349,251,0.96,411,258,0.94,437,360,0.92,521,338,0.91
481,315,235,0.95,355,252,0.96,417,259,0.94,443,361,0.92,527,339,0.91
482,321,236,0.95,361,253,0.96,423,260,0.94,449,362,0.92,533,340,0.91
483,327,237,0.95,367,254,0.96,429,260,0.94,455,362,0.92,539,342,0.91
484,332,237,0.95,372,254,0.96,434,260,0.94,460,361,0.92,544,345,0.91
485,338,237,0.95,378,254,0.96,440,260,0.94,466,359,0.92,550,349,0.91
486,344,236,0.95,384,252,0.96,446,260,0.94,472,355,0.92,556,353,0.91
487,350,235,0.95,390,253,0.96,452,260,0.94,478,353,0.92,562,357,0.91
488,355,236,0.95,395,253,0.96,457,260,0.94,483,350,0.92,567,362,0.91
489,361,235,0.95,401,253,0.96,463,261,0.94,489,348,0.92,573,366,0.91
490,366,234,0.95,406,252,0.96,468,260,0.94,494,344,0.92,578,370,0.91
491,372,234,0.95,412,252,0.96,474,261,0.94,500,342,0.92,584,374,0.91
492,377,233,0.95,417,252,0.96,479,261,0.94,505,340,0.92,589,376,0.91
493,383,233,0.95,423,252,0.96,485,261,0.94,511,339,0.92,595,377,0.91
494,388,233,0.95,428,252,0.96,490,261,0.94,516,339,0.92,600,377,0.91
495,394,234,0.95,434,253,0.96,496,262,0.94,522,340,0.92,606,378,0.91
496,399,233,0.95,439,253,0.96,501,262,0.94,527,341,0.92,611,375,0.91
497,404,234,0.95,444,254,0.96,506,263,0.94,532,344,0.92,616,372,0.91
498,409,236,0.95,449,255,0.96,511,264,0.94,537,347,0.92,621,369,0.91
499,414,237,0.95,454,256,0.96,516,264,0.94,542,351,0.92,626,365,0.91
500,420,237,0.95,460,255,0.96,522,264,0.94,548,353,0.92,632,361,0.91
501,424,238,0.95,464,257,0.96,526,265,0.94,552,356,0.92,636,358,0.91
502,429,238,0.95,469,257,0.96,531,265,0.94,557,359,0.92,641,353,0.91
503,434,239,0.95,474,257,0.96,536,264,0.94,562,361,0.92,646,349,0.91
504,439,239,0.95,479,256,0.96,541,263,0.94,567,363,0.92,651,345,0.91
505,443,239,0.95,483,256,0.96,545,263,0.94,571,365,0.92,655,343,0.91
506,448,238,0.95,488,255,0.96,550,262,0.94,576,364,0.92,660,342,0.91
507,452,237,0.95,492,254,0.96,554,261,0.94,580,363,0.92,664,341,0.91
508,457,236,0.95,497,253,0.96,559,259,0.94,585,361,0.92,669,341,0.91
509,461,234,0.95,501,251,0.96,563,257,0.94,589,358,0.92,673,342,0.91
510,465,232,0.95,505,249,0.96,567,255,0.94,593,354,0.92,677,344,0.91
511,469,229,0.95,509,245,0.96,571,253,0.94,597,348,0.92,681,346,0.91
512,473,226,0.95,513,244,0.96,575,251,0.94,601,344,0.92,685,348,0.91
513,477,225,0.95,517,242,0.96,579,249,0.94,605,339,0.92,689,351,0.91
514,480,222,0.95,520,240,0.96,582,248,0.94,608,335,0.92,692,353,0.91
515,484,220,0.95,524,238,0.96,586,246,0.94,612,330,0.92,696,356,0.91
516,487,219,0.95,527,237,0.96,589,246,0.94,615,327,0.92,699,359,0.91
517,491,217,0.95,531,236,0.96,593,245,0.94,619,324,0.92,703,360,0.91
518,494,216,0.95,534,235,0.96,596,244,0.94,622,322,0.92,706,360,0.91
519,497,215,0.95,537,234,0.96,599,243,0.94,625,321,0.92,709,359,0.91
520,500,215,0.95,540,234,0.96,602,243,0.94,628,321,0.92,712,359,0.91
521,503,214,0.95,543,234,0.96,605,243,0.94,631,322,0.92,715,356,0.91
522,506,215,0.95,546,235,0.96,608,244,0.94,634,325,0.92,718,353,0.91
523,508,217,0.95,548,236,0.96,610,245,0.94,636,328,0.92,720,350,0.91
524,510,218,0.95,550,237,0.96,612,245,0.94,638,332,0.92,722,346,0.91
525,513,219,0.95,553,237,0.96,615,246,0.94,641,335,0.92,725,343,0.91
526,515,220,0.95,555,239,0.96,617,247,0.94,643,338,0.92,727,340,0.91
527,517,221,0.95,557,240,0.96,619,248,0.94,645,342,0.92,729,336,0.91
528,519,223,0.95,559,241,0.96,621,248,0.94,647,345,0.92,731,333,0.91
529,520,224,0.95,560,241,0.96,622,248,0.94,648,348,0.92,732,330,0.91
530,522,225,0.95,562,242,0.96,624,249,0.94,650,351,0.92,734,329,0.91
531,523,225,0.95,563,242,0.96,625,249,0.94,651,351,0.92,735,329,0.91
532,525,226,0.95,565,243,0.96,627,250,0.94,653,352,0.92,737,330,0.91
533,526,227,0.95,566,244,0.96,628,250,0.94,654,352,0.92,738,332,0.91
534,527,227,0.95,567,244,0.96,629,250,0.94,655,351,0.92,739,335,0.91
535,528,226,0.95,568,243,0.96,630,249,0.94,656,348,0.92,740,338,0.91
536,528,226,0.95,568,242,0.96,630,250,0.94,656,345,0.92,740,343,0.91
537,529,225,0.95,569,243,0.96,631,250,0.94,657,343,0.92,741,347,0.91
538,529,226,0.95,569,243,0.96,631,250,0.94,657,340,0.92,741,352,0.91
539,529,225,0.95,569,243,0.96,631,251,0.94,657,338,0.92,741,356,0.91
540,530,226,0.95,570,244,0.96,632,252,0.94,658,336,0.92,742,362,0.91
541,529,226,0.95,569,244,0.96,631,253,0.94,657,334,0.92,741,366,0.91
542,529,226,0.95,569,245,0.96,631,254,0.94,657,333,0.92,741,369,0.91
543,529,227,0.95,569,246,0.96,631,255,0.94,657,333,0.92,741,371,0.91
544,528,228,0.95,568,247,0.96,630,256,0.94,656,334,0.92,740,372,0.91
545,528,229,0.95,568,248,0.96,630,257,0.94,656,335,0.92,740,373,0.91
546,527,229,0.95,567,249,0.96,629,258,0.94,655,337,0.92,739,371,0.91
547,526,231,0.95,566,251,0.96,628,260,0.94,654,341,0.92,738,369,0.91
548,525,234,0.95,565,253,0.96,627,262,0.94,653,345,0.92,737,367,0.91
549,523,236,0.95,563,255,0.96,625,263,0.94,651,350,0.92,735,364,0.91
550,522,237,0.95,562,255,0.96,624,264,0.94,650,353,0.92,734,361,0.91
551,520,239,0.95,560,258,0.96,622,266,0.94,648,357,0.92,732,359,0.91
552,519,240,0.95,559,259,0.96,621,267,0.94,647,361,0.92,731,355,0.91
553,517,242,0.95,557,260,0.96,619,267,0.94,645,364,0.92,729,352,0.91
554,515,243,0.95,555,260,0.96,617,267,0.94,643,367,0.92,727,349,0.91
555,513,244,0.95,553,261,0.96,615,268,0.94,641,370,0.92,725,348,0.91
556,510,243,0.95,550,260,0.96,612,267,0.94,638,369,0.92,722,347,0.91
557,508,243,0.95,548,260,0.96,610,267,0.94,636,369,0.92,720,347,0.91
558,506,243,0.95,546,260,0.96,608,266,0.94,634,368,0.92,718,348,0.91
559,503,242,0.95,543,259,0.96,605,265,0.94,631,366,0.92,715,350,0.91
560,500,240,0.95,540,257,0.96,602,263,0.94,628,362,0.92,712,352,0.91
561,497,239,0.95,537,255,0.96,599,263,0.94,625,358,0.92,709,356,0.91
562,494,236,0.95,534,254,0.96,596,261,0.94,622,354,0.92,706,358,0.91
563,491,235,0.95,531,252,0.96,593,259,0.94,619,349,0.92,703,361,0.91
564,487,232,0.95,527,250,0.96,589,258,0.94,615,345,0.92,699,363,0.91
565,484,231,0.95,524,249,0.96,586,257,0.94,612,341,0.92,696,367,0.91
566,480,229,0.95,520,247,0.96,582,256,0.94,608,337,0.92,692,369,0.91
567,477,227,0.95,517,246,0.96,579,255,0.94,605,334,0.92,689,370,0.91
568,473,226,0.95,513,245,0.96,575,254,0.94,601,332,0.92,685,370,0.91
569,469,225,0.95,509,244,0.96,571,253,0.94,597,331,0.92,681,369,0.91
570,465,224,0.95,505,243,0.96,567,252,0.94,593,330,0.92,677,368,0.91
571,461,222,0.95,501,242,0.96,563,251,0.94,589,330,0.92,673,364,0.91
572,457,222,0.95,497,242,0.96,559,251,0.94,585,332,0.92,669,360,0.91
573,452,223,0.95,492,242,0.96,554,251,0.94,580,334,0.92,664,356,0.91
574,448,223,0.95,488,242,0.96,550,250,0.94,576,337,0.92,660,351,0.91
575,443,223,0.95,483,241,0.96,545,250,0.94,571,339,0.92,655,347,0.91
576,439,224,0.95,479,243,0.96,541,251,0.94,567,342,0.92,651,344,0.91
577,434,224,0.95,474,243,0.96,536,251,0.94,562,345,0.92,646,339,0.91
578,429,225,0.95,469,243,0.96,531,250,0.94,557,347,0.92,641,335,0.91
579,424,225,0.95,464,242,0.96,526,249,0.94,552,349,0.92,636,331,0.91
580,420,225,0.95,460,242,0.96,522,249,0.94,548,351,0.92,632,329,0.91
581,414,224,0.95,454,241,0.96,516,248,0.94,542,350,0.92,626,328,0.91
582,409,224,0.95,449,241,0.96,511,248,0.94,537,350,0.92,621,328,0.91
583,404,224,0.95,444,241,0.96,506,247,0.94,532,349,0.92,616,329,0.91
584,399,223,0.95,439,240,0.96,501,246,0.94,527,347,0.92,611,331,0.91
585,394,222,0.95,434,239,0.96,496,245,0.94,522,344,0.92,606,334,0.91
586,388,221,0.95,428,237,0.96,490,245,0.94,516,340,0.92,600,338,0.91
587,383,219,0.95,423,237,0.96,485,244,0.94,511,337,0.92,595,341,0.91
588,377,219,0.95,417,236,0.96,479,243,0.94,505,333,0.92,589,345,0.91
589,372,217,0.95,412,235,0.96,474,243,0.94,500,330,0.92,584,348,0.91
590,366,217,0.95,406,235,0.96,468,243,0.94,494,327,0.92,578,353,0.91
591,361,216,0.95,401,234,0.96,463,243,0.94,489,324,0.92,573,356,0.91
592,355,216,0.95,395,235,0.96,457,244,0.94,483,323,0.92,567,359,0.91
593,350,217,0.95,390,236,0.96,452,245,0.94,478,323,0.92,562,361,0.91
594,344,218,0.95,384,237,0.96,446,246,0.94,472,324,0.92,556,362,0.91
595,338,218,0.95,378,237,0.96,440,246,0.94,466,324,0.92,550,362,0.91
596,332,219,0.95,372,239,0.96,434,248,0.94,460,327,0.92,544,361,0.91
597,327,221,0.95,367,241,0.96,429,250,0.94,455,331,0.92,539,359,0.91
598,321,224,0.95,361,243,0.96,423,252,0.94,449,335,0.92,533,357,0.91
599,315,226,0.95,355,245,0.96,417,253,0.94,443,340,0.92,527,354,0.91
600,310,229,0.95,350,247,0.96,412,256,0.94,438,345,0.92,522,353,0.91
601,304,231,0.95,344,250,0.96,406,258,0.94,432,349,0.92,516,351,0.91
602,298,233,0.95,338,252,0.96,400,260,0.94,426,354,0.92,510,348,0.91
603,292,236,0.95,332,254,0.96,394,261,0.94,420,358,0.92,504,346,0.91
604,287,238,0.95,327,255,0.96,389,262,0.94,415,362,0.92,499,344,0.91
605,281,239,0.95,321,256,0.96,383,263,0.94,409,365,0.92,493,343,0.91
606,275,239,0.95,315,256,0.96,377,263,0.94,403,365,0.92,487,343,0.91
607,269,240,0.95,309,257,0.96,371,264,0.94,397,366,0.92,481,344,0.91
608,264,241,0.95,304,258,0.96,366,264,0.94,392,366,0.92,476,346,0.91
609,258,241,0.95,298,258,0.96,360,264,0.94,386,365,0.92,470,349,0.91
610,253,240,0.95,293,257,0.96,355,263,0.94,381,362,0.92,465,352,0.91
611,247,240,0.95,287,256,0.96,349,264,0.94,375,359,0.92,459,357,0.91
612,242,238,0.95,282,256,0.96,344,263,0.94,370,356,0.92,454,360,0.91
613,236,238,0.95,276,255,0.96,338,262,0.94,364,352,0.92,448,364,0.91
614,231,236,0.95,271,254,0.96,333,262,0.94,359,349,0.92,443,367,0.91
615,225,236,0.95,265,254,0.96,327,262,0.94,353,346,0.92,437,372,0.91
616,220,234,0.95,260,252,0.96,322,261,0.94,348,342,0.92,432,374,0.91
617,215,233,0.95,255,252,0.96,317,261,0.94,343,340,0.92,427,376,0.91
618,210,233,0.95,250,252,0.96,312,261,0.94,338,339,0.92,422,377,0.91
619,205,233,0.95,245,252,0.96,307,261,0.94,333,339,0.92,417,377,0.91
620,200,232,0.95,240,251,0.96,302,260,0.94,328,338,0.92,412,376,0.91
621,195,232,0.95,235,252,0.96,297,261,0.94,323,340,0.92,407,374,0.91
622,190,232,0.95,230,252,0.96,292,261,0.94,318,342,0.92,402,370,0.91
623,185,233,0.95,225,252,0.96,287,261,0.94,313,344,0.92,397,366,0.91
624,180,233,0.95,220,252,0.96,282,260,0.94,308,347,0.92,392,361,0.91
625,176,234,0.95,216,252,0.96,278,261,0.94,304,350,0.92,388,358,0.91
626,171,234,0.95,211,253,0.96,273,261,0.94,299,352,0.92,383,354,0.91
627,167,234,0.95,207,253,0.96,269,261,0.94,295,355,0.92,379,349,0.91
628,162,235,0.95,202,253,0.96,264,260,0.94,290,357,0.92,374,345,0.91
629,158,235,0.95,198,252,0.96,260,259,0.94,286,359,0.92,370,341,0.91
630,154,234,0.95,194,251,0.96,256,258,0.94,282,360,0.92,366,338,0.91
631,150,232,0.95,190,249,0.96,252,256,0.94,278,358,0.92,362,336,0.91
632,146,231,0.95,186,248,0.96,248,255,0.94,274,357,0.92,358,335,0.91
633,142,230,0.95,182,247,0.96,244,253,0.94,270,355,0.92,354,335,0.91
634,139,228,0.95,179,245,0.96,241,251,0.94,267,352,0.92,351,336,0.91
635,135,226,0.95,175,243,0.96,237,249,0.94,263,348,0.92,347,338,0.91
636,132,225,0.95,172,241,0.96,234,249,0.94,260,344,0.92,344,342,0.91
637,128,222,0.95,168,240,0.96,230,247,0.94,256,340,0.92,340,344,0.91
638,125,221,0.95,165,238,0.96,227,245,0.94,253,335,0.92,337,347,0.91
639,122,218,0.95,162,236,0.96,224,244,0.94,250,331,0.92,334,349,0.91
640,119,217,0.95,159,235,0.96,221,243,0.94,247,327,0.92,331,353,0.91
641,116,215,0.95,156,233,0.96,218,242,0.94,244,323,0.92,328,355,0.91
642,113,214,0.95,153,233,0.96,215,242,0.94,241,321,0.92,325,357,0.91
643,111,214,0.95,151,233,0.96,213,242,0.94,239,320,0.92,323,358,0.91
644,109,214,0.95,149,233,0.96,211,242,0.94,237,320,0.92,321,358,0.91
645,106,214,0.95,146,233,0.96,208,242,0.94,234,320,0.92,318,358,0.91
646,104,214,0.95,144,234,0.96,206,243,0.94,232,322,0.92,316,356,0.91
647,102,215,0.95,142,235,0.96,204,244,0.94,230,325,0.92,314,353,0.91
648,100,217,0.95,140,236,0.96,202,245,0.94,228,328,0.92,312,350,0.91
649,99,218,0.95,139,237,0.96,201,245,0.94,227,332,0.92,311,346,0.91
650,97,220,0.95,137,238,0.96,199,247,0.94,225,336,0.92,309,344,0.91
651,96,221,0.95,136,240,0.96,198,248,0.94,224,339,0.92,308,341,0.91
652,94,223,0.95,134,242,0.96,196,250,0.94,222,344,0.92,306,338,0.91
653,93,226,0.95,133,244,0.96,195,251,0.94,221,348,0.92,305,336,0.91
654,92,228,0.95,132,245,0.96,194,252,0.94,220,352,0.92,304,334,0.91
655,91,228,0.95,131,245,0.96,193,252,0.94,219,354,0.92,303,332,0.91
656,91,229,0.95,131,246,0.96,193,253,0.94,219,355,0.92,303,333,0.91
657,90,230,0.95,130,247,0.96,192,254,0.94,218,356,0.92,302,334,0.91
